EXTERNALIDENTIFIER,LONGDESCRIPTION,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
568062316,Febreze Plug Air Freshener Scented Oil Refill  Linen & Sky  3 count,3,6.25,5.5,6.25,3,3,1.05,3.16,PICK_MODULE,52.29,5.654545455,51,26,6,13,MATRIX,Y
575672962,,16,5.25,15,16,5.25,2,4.01,8.03,PICK_MODULE,21.2,5.654545455,4,2,0,1,MATRIX,Y
565665712,Faded Glory Girls Socks  2 Pack Warm  Soft Fuzzy Sequin (Little Girls & Big Girls),11,0.33,15.5,15.5,0.33,12,0.15,1.81,PICK_MODULE,85.91,5.654545455,93,47,11,23,MATRIX,Y
2639453,Johnsons Baby Safety Ear Swabs Made with Non Bleached Cotton  55 ct,7,2,6,7,2,48,0.1,4.78,PICK_MODULE,20.56,5.654545455,63,32,7,16,MATRIX,Y
556558832,Nature Valley Granola Bars  Sweet & Salty Nut  Cashew  12 Bars  1.2 oz,7.85,2.25,8,8,2.25,8,1.1,8.81,PICK_MODULE,128.91,5.654545455,37,19,4,9,MATRIX,Y
553282025,Mainstays 5.8  Pillars  Unscented White  3 Pack,8.5,6,3,8.5,3,4,1.9,7.63,PICK_MODULE,227.67,5.636363636,34,17,4,9,MATRIX,Y
569814723,Milk Bone Mini s Flavor Snacks Dog Biscuits  15 Oz.,5,8,2,8,2,6,1.3,7.82,PICK_MODULE,79.81,5.636363636,66,33,8,16,MATRIX,Y
556094214,Febreze AIR Effects Air Freshener Heavy Duty Crisp Clean (2 Count  17.6 oz),4.65,9.75,2.3,9.75,2.3,6,1.5,9.03,PICK_MODULE,71.24,5.636363636,50,26,6,13,MATRIX,Y
564701845,Irish Spring Aloe Vera Bar Soap  3.7 Ounce  8 Bar Pack,8,3,6,8,3,4,2.11,8.42,PICK_MODULE,42.96,5.618181818,36,18,4,9,MATRIX,Y
575726768,Febreze Odor Eliminating SMALL SPACES Air   Hawaiian Aloha  2 count,6.5,2,2.25,6.5,2,8,0.2,1.59,PICK_MODULE,27.67,5.618181818,179,91,21,45,MATRIX,Y
9578730,Blue Diamond Almonds  Wasabi & Soy Sauce  16 Oz Bag,9,0.83,11,11,0.83,6,1.05,6.32,PICK_MODULE,49.57,5.618181818,64,32,8,16,MATRIX,Y
570894830,Sunsweet Pitted Dates  8 Oz.,8,2,5.75,8,2,8,0.5,4,PICK_MODULE,87.5,5.6,57,29,7,14,MATRIX,Y
565264230,Play Doh Kitchen Creations Spinning Treats Mixer Food Set with 5 Cans,11.25,3.25,8.75,11.25,3.25,3,1.9,5.72,PICK_MODULE,87.02,5.6,16,8,2,4,MATRIX,Y
576091116,Starbucks Classic Hot Cocoa Single Serve Pods for Keurig Brewers  Box of 16 (16 total K Cup Pods),5.75,5.75,3.75,5.75,3.75,4,0.95,3.81,PICK_MODULE,64.78,5.6,42,21,5,11,MATRIX,Y
567542581,LEGO Juniors Jurassic World T. Rex Breakout10758(150 Pieces),10.25,2.25,15,15,2.25,4,0.64,2.57,PICK_MODULE,57.7,5.6,15,8,2,4,MATRIX,Y
566944586,Equate Flexible Antibacterial Fabric Bandages,3,1.25,4.75,4.75,1.25,72,0.15,10.84,PICK_MODULE,11.47,5.6,295,149,35,74,MATRIX,Y
555917135,Famous Dave s Corn Bread Mix  15 oz Box,6,7.5,2,7.5,2,8,1,8.02,PICK_MODULE,23.56,5.581818182,58,30,7,15,MATRIX,Y
575083235,Butterbean s Cafe Magical Bake & Display Oven with Lights & Sounds,18,13,5.5,18,5.5,2,3.96,7.92,PICK_MODULE,24.29,5.581818182,4,2,0,1,MATRIX,Y
4690718,Neutrogena Oil Free Daily Sensitive Skin Face Moisturizer  4 fl. oz,2.25,6.5,1.75,6.5,1.75,12,0.35,4.19,PICK_MODULE,95.5,5.581818182,205,104,24,51,MATRIX,Y
1350344,Windex Electronics Wipes  25 ct,4,1,9.5,9.5,1,12,0.4,4.81,PICK_MODULE,122.61,5.563636364,138,70,16,34,MATRIX,Y
553454107,PetAction Plus Flea and Tick Treatment for Large Dogs  3 Monthly Treatments,6.75,0.75,5.75,6.75,0.75,12,0.15,1.81,PICK_MODULE,46.43,5.563636364,180,91,21,45,MATRIX,Y
567071281,KIND Breakfast Bars 4 ct  Blueberry Almond  Gluten Free,6.25,2.5,4.75,6.25,2.5,8,0.55,4.41,PICK_MODULE,78.81,5.563636364,71,36,8,18,MATRIX,Y
550772522,Softsoap  Coconut Butter  Exfoliating Body Wash  15 Ounce (2 Pack),3,8.5,2.75,8.5,2.75,6,2.21,13.25,PICK_MODULE,81.15,5.563636364,75,38,9,19,MATRIX,Y
551362870,PediaSure Grow & Gain With Fiber  Kids Nutritional Shake  With Protein  DHA  And Vitamins & Minerals  Vanilla  8 fl oz  24 Count,7,6,4.5,7,4.5,1,3.51,3.51,PICK_MODULE,37.2,5.563636364,28,14,3,7,MATRIX,Y
555554034,Great Value Navy Beans  16 oz,8,0.5,11,11,0.5,12,0.01,0.13,PICK_MODULE,46,5.563636364,119,60,14,30,MATRIX,Y
571461008,Cape Cod Reduced Fat Variety Pack  Kettle Cooked Potato Chips Seaside Sampler  0.75 oz 24 Count,11,10,11.75,11.75,10,1,2.01,2.01,PICK_MODULE,47.94,5.563636364,4,2,0,1,MATRIX,Y
552224265,DampRid Refillable Moisture Absorber  Fragrance Free Twin Pack (2 x 10.5 Oz. tubs); Attract and Trap Excess Moisture from Air; Eliminate Musty Odors at the Source and Create Cleaner  Fresher Air,3.75,9.5,3.75,9.5,3.75,4,1.56,6.22,PICK_MODULE,82.19,5.563636364,39,20,5,10,MATRIX,Y
567667090,Barbie Supermarket Playset  Blonde Hair  with 25 Grocery Themed Pieces,15.5,13,3.5,15.5,3.5,3,2.16,6.47,PICK_MODULE,135.47,5.563636364,7,4,1,2,MATRIX,Y
575257706,MiO Mango Peach Liquid Water Enhancer   Caffeine Free  1.62 fl oz Bottle,1,3.25,2.4,3.25,1,12,0.15,1.8,PICK_MODULE,24.12,5.563636364,673,341,79,168,MATRIX,Y
576280094,L.O.L. Surprise! iTime Smart Kids Watch 40 MM,3.5,6,3.25,6,3.25,24,0.6,14.44,PICK_MODULE,82.14,5.563636364,77,39,9,19,MATRIX,Y
575487801,Enfamil Neuropro Gentlease Baby Formula  For Fusiness  Gas & Crying   Powder Value Can 27.4 oz (2 Pack),10.25,6.5,5.25,10.25,5.25,2,4.07,8.14,PICK_MODULE,20.66,5.563636364,15,8,2,4,MATRIX,Y
574021285,Better Homes & Gardens Oversized Velvet Plush Throw Blanket  50  x 70   Fall Leaves,12,6.25,6.25,12,6.25,6,1.81,10.84,PICK_MODULE,64.74,5.563636364,11,6,1,3,MATRIX,Y
413820,Great Value Fresh Seal Double Zipper Sandwich Bags  50 Count,7,2.5,2.5,7,2.5,12,0.3,3.61,PICK_MODULE,24.67,5.545454545,120,61,14,30,MATRIX,Y
570855603,Disney Pixar Toy Story Benson and Woody Figure 2 Pack,14,11,4,14,4,2,1.81,3.61,PICK_MODULE,74.59,5.545454545,9,4,1,2,MATRIX,Y
571600302,Unite 7Seconds Condition Leave In Detangler Hairspray  8 Oz,7.75,2.5,2.5,7.75,2.5,12,0.6,7.22,PICK_MODULE,47.71,5.545454545,108,55,13,27,MATRIX,Y
567211600,Spark. Create. Imagine. My Light Up Vacuum Cleaner Play Set,24,6,7,24,6,4,1.75,7.02,PICK_MODULE,50.81,5.545454545,5,3,1,1,MATRIX,Y
566876286,Mainstays Drawer Organizer for Bathroom  Office  or Vanity  4  x 12  x 2   Clear,4,2,12,12,2,6,0.4,2.41,PICK_MODULE,20.01,5.545454545,55,28,6,14,MATRIX,Y
563440059,Jelly Belly Sugar Free Gummi Bears 2.8 Oz,5.25,1,5.5,5.5,1,12,0.2,2.41,PICK_MODULE,35.72,5.545454545,182,92,21,45,MATRIX,Y
556102023,Bananagrams,10.25,3,3.5,10.25,3,12,0.4,4.82,PICK_MODULE,50.84,5.545454545,49,25,6,12,MATRIX,Y
4696317,Eucerin Skin Calming Dry Skin Body Wash 8.4 fl. oz.,1,7.5,3,7.5,1,12,0.65,7.81,PICK_MODULE,68.57,5.545454545,233,118,27,58,MATRIX,Y
571748943,iRobot Roomba 670 Robot Vacuum Wi Fi Connectivity  Works with Alexa  Good for Pet Hair  Carpets  Hard Floors  Self Charging,17.25,5,15.25,17.25,5,1,5.02,5.02,PALLET_FLOW_MODULE,46.22,5.545454545,4,2,0,1,MATRIX,Y
567201145,Dawn Ultra Dishwashing Liquid Dish Soap  Original Scent  2x19.4 fl oz,2,9.75,8,9.75,2,5,2.86,14.29,PICK_MODULE,244.94,5.527272727,34,17,4,8,MATRIX,Y
554464640,Keebler Simply Made Chocolate Chip Cookies 10 oz,5,2.5,9,9,2.5,12,0.3,3.61,PICK_MODULE,46.11,5.527272727,47,24,5,12,MATRIX,Y
574267873,Huggies Nourish & Care Baby Wipes  6 Flip Top Packs  56 Ct (336 Wipes),11,7.5,9.5,11,7.5,1,7.37,7.37,PICK_MODULE,81.9,5.527272727,7,3,1,2,MATRIX,Y
9214829,Knorr Seasoning Granulated Chicken Bouillon  35.3 oz,4,8.5,4,8.5,4,6,2.41,14.44,PICK_MODULE,60.4,5.527272727,39,20,5,10,MATRIX,Y
553515489,True Lemon Raspberry Lemonade Drink Mix  1.06 Oz.  10 Count,3,4.75,1.5,4.75,1.5,12,0.1,1.19,PICK_MODULE,20.93,5.527272727,246,124,29,61,MATRIX,Y
4086237,Fleet Glycerin Suppositories Laxative  100ct,3.75,3.25,4,4,3.25,6,0.6,3.61,PICK_MODULE,28.52,5.509090909,108,55,13,27,MATRIX,Y
575344155,Mainstays Fleece Plush Throw Blanket  50  x 60   Polka Dot  2 Pack,12,5,10.5,12,5,6,2.11,12.64,PICK_MODULE,55.02,5.509090909,8,4,1,2,MATRIX,Y
556630613,Dove Nutritive Solutions Intensive Repair Shampoo & Conditioner  12 oz  2 ct,6,2,8.75,8.75,2,4,1.86,7.42,PICK_MODULE,49.81,5.509090909,50,25,6,12,MATRIX,Y
565287838,Mossy Oak Mens Ultimate Cold Gear Fitted Baselayer Bottom,13.5,0.39,22.25,22.25,0.39,12,0.45,5.42,PICK_MODULE,108.24,5.490909091,45,23,5,11,MATRIX,Y
556454003,(27 Pack) Purina Beneful Small Breed Wet Dog Food Variety Pack  IncrediBites  3 oz. Cans,8.25,5,8.25,8.25,5,2,5.92,11.84,PICK_MODULE,56.4,5.490909091,15,8,2,4,MATRIX,Y
571854768,Sambucus Standardized Elderberry Gummies  Immune Support Supplement  60 Count,2.9,2,5,5,2,12,0.5,6,PICK_MODULE,25.78,5.490909091,181,92,21,45,MATRIX,Y
563353435,Little People Friendly Passengers Train with Sounds & Phrases,14,5.75,8.25,14,5.75,2,2.11,4.21,PICK_MODULE,73.44,5.490909091,8,4,1,2,MATRIX,Y
570625274,No. 918 Energy 2 Pack Room Darkening Grommet Curtain Panel Pair,10.5,2.75,9,10.5,2.75,16,1.75,28.07,PICK_MODULE,29.68,5.490909091,20,10,2,5,MATRIX,Y
572587249,Toy Story 4 Pull & Go Forky,10,3.5,7.5,10,3.5,6,0.3,1.81,PICK_MODULE,74.38,5.490909091,20,10,2,5,MATRIX,Y
564664337,(Pack of 8) Gerber 2nd Foods Baby Food  Banana  2 4 oz Tubs,6,3.5,9.5,9.5,3.5,1,4.82,4.82,PICK_MODULE,150.82,5.490909091,26,13,3,7,MATRIX,Y
576257313,Wonder Nation Printed Quilted Bubble Jacket (Little Girls & Big Girls),23.75,1,17,23.75,1,12,1.4,16.86,PICK_MODULE,92.16,5.490909091,13,7,2,3,MATRIX,Y
575240077,Sunbeam White Heated Mattress Pad  Twin,12,6,11.5,12,6,2,3.21,6.42,PICK_MODULE,100.24,5.490909091,6,3,1,2,MATRIX,Y
574916932,Goo Goo Galaxy Single Doll Pack  Yumi Unicorn   5.5 inch Small Doll with Squeezer belly and DIY Slime activity,8.5,6.5,6.5,8.5,6.5,2,0.75,1.5,PICK_MODULE,97.75,5.490909091,15,7,2,4,MATRIX,Y
573661009,MEGA BOXING GLOVES,10,2,10,10,2,6,1.25,7.51,PICK_MODULE,236.4,5.490909091,26,13,3,7,MATRIX,Y
568261372,True Lemon Energy Drink Mix  .57 Oz  Blackberry Pomegranate  1 Box,4,2.25,5.75,5.75,2.25,12,0.1,1.2,PICK_MODULE,57.5,5.490909091,101,51,12,25,MATRIX,Y
574161836,Blue Buffalo Wilderness Trail Treats Wild Bits Chicken Recipe Grain Free Soft Moist Training Dog Treats  10 oz bag,5.5,1.5,9,9,1.5,8,0.65,5.2,PICK_MODULE,109.27,5.472727273,71,36,8,18,MATRIX,Y
564825292,Contigo Gizmo Flip Bottle  14 Ounces,3,3,6.75,6.75,3,4,0.2,0.8,PICK_MODULE,86.67,5.472727273,86,44,10,22,MATRIX,Y
558158328,Just 4 Girls Nail Polish Set  12 pack,10,8,10,10,8,6,0.75,4.51,PICK_MODULE,31.74,5.472727273,7,3,1,2,MATRIX,Y
572532781,Pantene Pro V Daily Moisture Renewal 2 in 1 Shampoo & Conditioner  30.4 fl oz,4,3,9.5,9.5,3,4,2.21,8.82,PICK_MODULE,89.35,5.472727273,46,23,5,11,MATRIX,Y
565840043,Apple EarPods with 3.5mm jack,2.75,1.25,2.75,2.75,1.25,10,0.15,1.48,PICK_MODULE,24.6,5.454545455,555,281,65,139,MATRIX,Y
567071292,Kind Protein Bar  Almond Butter  1.76 Oz  4 Ct,6.5,2.75,5,6.5,2.75,8,0.55,4.41,PICK_MODULE,101.44,5.454545455,59,30,7,15,MATRIX,Y
563793294,Pressman Toy Mr. Bucket Kids Game for Ages 3 and Up,7.5,5,10.5,10.5,5,2,1.35,2.71,PICK_MODULE,66.97,5.454545455,13,7,2,3,MATRIX,Y
574165167,Play Doh Ultimate Rainbow 40 Pack of Non Toxic Colors   40 oz,19.25,11.25,2,19.25,2,4,3.61,14.44,PICK_MODULE,115.58,5.454545455,12,6,1,3,MATRIX,Y
564404959,Great Value Original Macaroni & Cheese  7.25 oz  6 count,8.25,7.25,3.5,8.25,3.5,5,3.11,15.55,PICK_MODULE,59.17,5.454545455,25,13,3,6,MATRIX,Y
563425012,Great Value Organic Crunchy Stir Peanut Butter  16 oz,3,3,6,6,3,6,1.5,9.01,PICK_MODULE,73.7,5.454545455,97,49,11,24,MATRIX,Y
565167420,BetterBody Foods Organic Coconut Flour  Gluten Free  2.25 lbs,7.25,4.5,4.75,7.25,4.5,3,2.51,7.52,PICK_MODULE,93.24,5.454545455,34,17,4,8,MATRIX,Y
4045883,Spring Valley Vitamin B12 Microlozenges  Cherry  500mcg  200Ct,2,3.19,1.8,3.19,1.8,24,0.1,2.39,PICK_MODULE,118.89,5.436363636,457,232,54,114,MATRIX,Y
575285907,Kleenex Cooling Lotion Facial Tissues  4 Cubes  45 Tissues per Cube (180 Tissues Total),10.25,4.75,8.75,10.25,4.75,12,1.4,16.86,PICK_MODULE,76.53,5.436363636,12,6,1,3,MATRIX,Y
565692284,Marvel Spider Man Super Web Slinger,8.5,2.5,10,10,2.5,4,0.9,3.61,PICK_MODULE,100.05,5.436363636,25,13,3,6,MATRIX,Y
567398604,GoodNites Bedtime Bedwetting Underwear for Girls  Size S/M  32 Count (Packaging May Vary),10.75,8.25,10.25,10.75,8.25,1,3.76,3.76,PICK_MODULE,41.83,5.436363636,6,3,1,1,MATRIX,Y
568306986,Chocolate Chex Cereal  Gluten Free  21.1 oz,12.75,2.5,9.5,12.75,2.5,8,1.6,12.83,OFFLINE_PICK,111.92,5.418181818,17,9,2,4,MATRIX,Y
4007075,Equate Fast Acting Dairy Relief Lactase Enzyme Vanilla Chewable Tablets  32 Count,3.5,1.75,4.25,4.25,1.75,36,0.1,3.58,PICK_MODULE,52.24,5.418181818,202,102,24,50,MATRIX,Y
550380534,Ronzoni Ziti Rigati Pasta  16 Ounce Box,5,7.25,3,7.25,3,12,1.1,13.25,PICK_MODULE,27.24,5.418181818,48,24,6,12,MATRIX,Y
564544230,Sensodyne Repair & Protect Whitening Sensitivity Toothpaste for Sensitive Teeth  3.4 ounces Twinpack,4,2,7,7,2,6,0.55,3.31,PICK_MODULE,79.54,5.418181818,94,48,11,23,MATRIX,Y
575873046,Disney Frozen 2 Anna Fashion Doll with Long Red Hair & Movie Outfit,6.5,13,2,13,2,4,0.4,1.6,PICK_MODULE,77.72,5.418181818,31,16,4,8,MATRIX,Y
575285915,Ryan s World Ultimate Tree House,13,5.25,15,15,5.25,2,1,2,PICK_MODULE,103.64,5.418181818,5,3,1,1,MATRIX,Y
565342481,Mainstays Canvas Ironwork Curtain Panel,7.25,1.25,10.25,10.25,1.25,8,1.4,11.24,PICK_MODULE,20.78,5.418181818,57,29,7,14,MATRIX,Y
9223956,Barilla Collezione Artisanal Selection Pasta Tortellini Three Cheese 12 oz,8.75,2.75,6.25,8.75,2.75,8,0.8,6.41,PICK_MODULE,79.63,5.4,35,18,4,9,MATRIX,Y
551249939,Great Value Clover Honey  48 oz,3.5,8,3.5,8,3.5,6,3.16,18.96,PICK_MODULE,25.36,5.4,54,27,6,13,MATRIX,Y
570780091,Sassy Diaper Sacks  200 Count,4.25,2.75,7.75,7.75,2.75,3,1,3.01,PICK_MODULE,90.72,5.4,58,29,7,14,MATRIX,Y
573660902,(Pack of 6) Germ X Moisturizing Hand Sanitizer  Aloe  3 Oz,2,4.5,7.75,7.75,2,8,1.3,10.42,PICK_MODULE,73.8,5.4,75,38,9,19,MATRIX,Y
1108046,Sunbeam Universal Humidifier Filter (SFU003PDQ UM),11.5,1.41,15,15,1.41,4,0.6,2.41,PICK_MODULE,162.59,5.4,22,11,3,5,MATRIX,Y
550474221,TWIX Caramel Cookie Bars MINIS  Candy Bag   40 Oz.,8,11,3.5,11,3.5,6,2.66,15.96,PICK_MODULE,25.41,5.381818182,17,9,2,4,MATRIX,Y
574657635,Cap n Crunch s Cereal  Cotton Candy Crunch 15.4 Oz,8,13,3,13,3,10,1.25,12.52,PICK_MODULE,104.87,5.381818182,17,9,2,4,MATRIX,Y
569739690,Emerald Nuts Variety Pack  100 Calorie Almonds  Walnuts  Cashews  18 Ct,4,4,7,7,4,4,0.9,3.61,PICK_MODULE,58.67,5.381818182,47,24,6,12,MATRIX,Y
572490892,Schmidt s Bergamot + Lime Natural Deodorant Stick  2.65 oz,3,4.5,1.25,4.5,1.25,12,0.25,3,PICK_MODULE,154.54,5.363636364,311,158,37,78,MATRIX,Y
566811840,Tully s Coffee Hawaiian Blend  Keurig K Cup Pod  Medium Roast  18 Count for Keurig Brewers,6,4,5.75,6,4,4,0.7,2.81,PICK_MODULE,53.06,5.363636364,38,19,4,9,MATRIX,Y
554381987,GO by greenshield organic Baby Laundry Detergent  100 fl oz,4,10,8,10,4,2,6.97,13.95,PICK_MODULE,34.82,5.345454545,16,8,2,4,MATRIX,Y
563758108,Similac Pro Advance Infant Formula with Iron  with 2  FL HMO  For Immune Support  Baby Formula  Powder  30.8 ounces,5.25,6.5,5.25,6.5,5.25,4,2.21,8.82,PICK_MODULE,23.55,5.345454545,29,15,3,7,MATRIX,Y
553459651,Ritz Cream Cheese Cracker Snack Packs  1.35 Oz.  8 Count,5.25,7.25,1.5,7.25,1.5,14,0.75,10.53,PICK_MODULE,72.7,5.345454545,92,47,11,23,MATRIX,Y
575256285,Jet Puffed Jumbo Mallows Extra Large Marshmallows  24 oz Wrapper,18.5,1.44,11.5,18.5,1.44,8,1.5,12.04,PICK_MODULE,66.78,5.345454545,17,9,2,4,MATRIX,Y
565141804,Duncan Hines Signature Swiss Chocolate Layer Cake Mix 15.25 oz,7.2,1.5,5.3,7.2,1.5,12,1.05,12.64,PICK_MODULE,50,5.345454545,92,46,11,23,MATRIX,Y
575726767,Febreze Small Spaces Air Freshener  Fresh Twist Cranberry  2 count,7,2,7,7,2,8,0.2,1.59,PICK_MODULE,136.1,5.345454545,54,27,6,13,MATRIX,Y
576180863,Great Value 100% Arabica French Vanilla Coffee Pods  Medium Roast  48 Count,7.9,7.9,6,7.9,6,4,1.55,6.21,PICK_MODULE,25.38,5.345454545,14,7,2,3,MATRIX,Y
552964891,(4 Cans) Genova Yellowfin Tuna in Olive Oil  5 oz,3.5,2.75,6.75,6.75,2.75,6,1.6,9.62,PICK_MODULE,18.47,5.327272727,81,41,10,20,MATRIX,Y
550009425,Poise Daily Incontinence Panty Liners  Very Light Absorbency  Long  176 Ct,11.5,7.5,7.5,11.5,7.5,1,2.51,2.51,PICK_MODULE,55.35,5.327272727,8,4,1,2,MATRIX,Y
1394230,Lysol Disinfecting Wipes  Ocean Fresh  80ct,4,8.4,4,8.4,4,6,1.55,9.33,PICK_MODULE,39.1,5.327272727,39,20,5,10,MATRIX,Y
568034111,Tagamet Acid Reducer Tablets  200 mg  30 Count,3,4.5,1,4.5,1,12,0.1,1.19,PICK_MODULE,105.07,5.327272727,389,197,46,97,MATRIX,Y
573560698,(5 Pack) HORMEL COMPLEATS Protein Variety Pack Microwave Meals,4.9,2,6.8,6.8,2,1,0.65,0.65,PICK_MODULE,58.03,5.327272727,79,40,9,20,MATRIX,Y
574960319,,19,0.67,12,19,0.67,12,0.9,10.84,PICK_MODULE,49.24,5.327272727,34,17,4,9,MATRIX,Y
575562204,Disney Frozen Frozen 2 Lights and Karaoke Music Set,23,12,5,23,5,4,2.15,8.62,OFFLINE_PICK,64.69,5.327272727,4,2,0,1,MATRIX,Y
554204964,Horizon Organic Original 1% Lowfat Milk  8 fl oz  12 count,6.5,5.25,8.25,8.25,5.25,1,7.08,7.08,PICK_MODULE,93.39,5.309090909,19,9,2,5,MATRIX,Y
9237474,(4 Cans) Chicken of the Sea Chunk Light Tuna in Water  5 oz,3.9,2.1,7,7,2.1,6,1.55,9.33,PICK_MODULE,49.39,5.309090909,92,46,11,23,MATRIX,Y
575256425,Planters Nuts and Chocolate Trail Mix  6 ct   Bags  7.5 oz Box,4.75,3.25,6.75,6.75,3.25,4,0.6,2.41,PICK_MODULE,40.73,5.309090909,50,26,6,13,MATRIX,Y
554495647,Authentic Menu Imported Pure Sunflower Oil  33.8 fl oz,10,3,3,10,3,6,2.11,12.64,PICK_MODULE,54.89,5.309090909,58,30,7,15,MATRIX,Y
563181394,Mainstays Vanilla Single Wick 20 oz. Jar Candle,3,8,3,8,3,4,2.11,8.42,PICK_MODULE,79.57,5.309090909,73,37,9,18,MATRIX,Y
551175382,Zarbee s Naturals Elderberry Immune Support* Gummies with Vitamin C  Zinc and Real Elderberry  Natural Berry Flavor  60 Gummies (1 Bottle),3,5.5,3,5.5,3,12,0.45,5.42,PICK_MODULE,46.76,5.309090909,106,54,12,26,MATRIX,Y
555932323,The Pioneer Woman Traveling Vines Melamine Mixing Bowl Set  10 Piece Set,14,8.75,14,14,8.75,1,6.97,6.97,PICK_MODULE,83.06,5.290909091,3,2,0,1,MATRIX,Y
550168501,Dove Refresh+Care Volume & Fullness Dry Shampoo  5 oz,2.25,2.25,8.5,8.5,2.25,12,0.45,5.42,PICK_MODULE,85.55,5.290909091,122,62,14,30,MATRIX,Y
567392129,The Original Donut Shop Sweet & Creamy Nutty Hazelnut Flavored K Cup Coffee Pods  Medium Roast  16 Count for Keurig Brewers,5.7,3.75,5.75,5.75,3.75,4,1.1,4.41,PICK_MODULE,15.24,5.290909091,43,22,5,11,MATRIX,Y
563612075,Yankee Candle Sparkling Cinnamon   Large Classic Jar Candle,7,4,4,7,4,4,2.51,10.03,PICK_MODULE,37.66,5.290909091,47,24,6,12,MATRIX,Y
575828573,Jif Whips Whipped Peanut Butter & Chocolate Spread  15.9 Ounce,6,3.25,3,6,3,6,1.1,6.61,PICK_MODULE,55.2,5.290909091,90,45,11,22,MATRIX,Y
573920840,My Life As Hoverboard for 18  Doll,14,8.25,10.25,14,8.25,1,2.86,2.86,PICK_MODULE,127.7,5.290909091,4,2,1,1,MATRIX,Y
574585201,Jif Power Ups Chocolate with Peanut Butter Chewy Granola Bars  6.5 Ounce  5 Count,5.5,1.8,5.4,5.5,1.8,6,0.5,3.01,PICK_MODULE,28.83,5.290909091,98,50,12,25,MATRIX,Y
575402705,Atkins Protein Rich Meal Bar  Vanilla Pecan Crisp  Keto Friendly  5 Count,6,6.5,1.75,6.5,1.75,6,0.65,3.9,PICK_MODULE,86.58,5.290909091,77,39,9,19,MATRIX,Y
553513104,Hanes Men s ComfortBlend Over the Calf Crew Socks 6 Pack,3.5,8,7.5,8,3.5,12,1.86,22.27,PICK_MODULE,33.35,5.290909091,25,13,3,6,MATRIX,Y
552229737,(2 Pack) Drano Max Gel Clog Remover  80 fl oz,6.25,11,9.25,11,6.25,2,11.79,23.58,PICK_MODULE,33.14,5.272727273,8,4,1,2,MATRIX,Y
564312630,5 Hour Energy Shot  Grape  1.93 Fl Oz  10 Ct,8.55,1,7,8.55,1,3,1.71,5.12,PICK_MODULE,69.07,5.272727273,88,44,10,22,MATRIX,Y
565453324,Youtheory Collagen Advanced 6 000 mg Tablets  290 Ct,3,5,3,5,3,12,0.85,10.23,PICK_MODULE,99.03,5.254545455,117,59,14,29,MATRIX,Y
565328705,Playtex Sport Plastic Tampons  Regular/Super  Unscented  50 Ct,6.25,4.5,5,6.25,4.5,6,0.9,5.42,PICK_MODULE,52.31,5.254545455,37,19,4,9,MATRIX,Y
552238947,Mainstays 12x18 Format Picture Frame  Set of 3,21,4,15,21,4,1,6.52,6.52,PICK_MODULE,46.1,5.254545455,4,2,0,1,MATRIX,Y
573109653,Philips Avent Natural Baby Bottle Nipple  Fast Flow Nipple 6M+  4pk  SCF654/43,6,3,2.5,6,2.5,6,0.2,1.19,PICK_MODULE,45.1,5.254545455,117,59,14,29,MATRIX,Y
570028487,BLACK+DECKER 20 Volt MAX* Lithium Cordless Drill  BCD702C1,8.5,3,10.9,10.9,3,2,3.41,6.82,PICK_MODULE,30.97,5.254545455,19,10,2,5,MATRIX,Y
568335715,Cra Z Art Retro Magna Doodle   Magnetic Drawing Toy!,14.5,2,11.75,14.5,2,4,1.65,6.61,PICK_MODULE,62.48,5.254545455,15,8,2,4,MATRIX,Y
567031124,Glutino Gluten Free Vanilla Creme Dream Cookies 10.6 oz,5,2,8,8,2,8,0.75,6.02,PICK_MODULE,94.67,5.254545455,66,33,8,16,MATRIX,Y
566079194,Vitafusion Vitamin C Gummies  Orange  480mg  164ct Bonus,3,2.5,6.5,6.5,2.5,12,0.58,6.98,PICK_MODULE,71.38,5.254545455,108,55,13,27,MATRIX,Y
575995531,Contigo Byron SNAPSEAL 20 oz Vacuum Insulated Stainless Steel Travel Mug  Grayed Jade,3,7,3,7,3,4,0.65,2.6,PICK_MODULE,163.27,5.254545455,83,42,10,21,MATRIX,Y
565289745,Pepperidge Farm Brussels Lace Cookies  5.25 oz. Bag,7,0.5,3,7,0.5,24,0.35,8.39,PICK_MODULE,123.11,5.254545455,500,253,59,125,MATRIX,Y
575342747,Bestway 12 Air Mattress with Built in Ac Pump,16,12,5,16,5,4,8.28,33.12,PICK_MODULE,64.88,5.254545455,5,3,1,1,MATRIX,Y
571312512,Bigelow  Earl Grey Green Tea  Tea Bags  20 Ct,3.25,5.5,5.5,5.5,3.25,6,0.15,0.9,PICK_MODULE,21.53,5.254545455,53,27,6,13,MATRIX,Y
567264799,AXE Apollo Body Wash for Men  16 oz  Twin Pack,6.5,8.75,2,8.75,2,4,2.46,9.83,PICK_MODULE,97.64,5.236363636,46,23,5,12,MATRIX,Y
